cik,nom,metrique,annee_recente,valeur_recente,debut_recent,fin_recent,depot_recent,source_recente,etiquette_recente,perimetre_id,base_annees,base_n,base_moyenne,base_periodes,base_repli,base_observations,multiple,statut_comparaison,motif
0000024741,Corning Inc.,rd,2025,800000000.0,2025-01-01,2025-12-31,0000024741-26-000124,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,ResearchAndDevelopmentExpense,0000024741:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,765333333.3333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 689000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000024741-20-000014"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000002474120000014/0000024741-20-000014-index.htm"", ""perimetre_id"": ""0000024741:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 807000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001562762-21-000023"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000156276221000023/0001562762-21-000023-index.htm"", ""perimetre_id"": ""0000024741:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 800000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001437749-22-003247"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/24741/000143774922003247/0001437749-22-003247-index.htm"", ""perimetre_id"": ""0000024741:rd:ResearchAndDevelopmentExpense""}]",1.0452961672473866,comparable_sur_reference,
0000026172,Cummins,chiffre_affaires,2025,33670000000.0,2025-01-01,2025-12-31,0000026172-26-000009,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/0000026172-26-000009-index.htm,Revenues,0000026172:chiffre_affaires:Revenues,2017;2018;2019,3,22590000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 20428000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000026172-20-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617220000009/0000026172-20-000009-index.htm"", ""perimetre_id"": ""0000026172:chiffre_affaires:Revenues""}, {""annee"": 2018, ""valeur"": 23771000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000026172-21-000012"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617221000012/0000026172-21-000012-index.htm"", ""perimetre_id"": ""0000026172:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 23571000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000026172-22-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617222000008/0000026172-22-000008-index.htm"", ""perimetre_id"": ""0000026172:chiffre_affaires:Revenues""}]",1.490482514386897,comparable_sur_reference,
0000026172,Cummins,capex,2025,1235000000.0,2025-01-01,2025-12-31,0000026172-26-000009,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/0000026172-26-000009-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000026172:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,638333333.3333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 506000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000026172-20-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617220000009/0000026172-20-000009-index.htm"", ""perimetre_id"": ""0000026172:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 709000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000026172-21-000012"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617221000012/0000026172-21-000012-index.htm"", ""perimetre_id"": ""0000026172:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 700000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000026172-22-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617222000008/0000026172-22-000008-index.htm"", ""perimetre_id"": ""0000026172:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.9347258485639685,comparable_sur_reference,
0000026172,Cummins,rd,2025,1396000000.0,2025-01-01,2025-12-31,0000026172-26-000009,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/0000026172-26-000009-index.htm,ResearchAndDevelopmentExpense,0000026172:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,885666666.6666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 754000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000026172-20-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617220000009/0000026172-20-000009-index.htm"", ""perimetre_id"": ""0000026172:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 902000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000026172-21-000012"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617221000012/0000026172-21-000012-index.htm"", ""perimetre_id"": ""0000026172:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 1001000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000026172-22-000008"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/26172/000002617222000008/0000026172-22-000008-index.htm"", ""perimetre_id"": ""0000026172:rd:ResearchAndDevelopmentExpense""}]",1.5762137749341363,comparable_sur_reference,
0000029905,Dover Corporation,chiffre_affaires,2025,8092571000.0,2025-01-01,2025-12-31,0000029905-26-000009,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000029905:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,7064257500.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 6992118000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000029905-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990521000010/0000029905-21-000010-index.htm"", ""perimetre_id"": ""0000029905:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 7136397000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000029905-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990522000009/0000029905-22-000009-index.htm"", ""perimetre_id"": ""0000029905:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.1455656875474882,comparable_sur_reference,
0000029905,Dover Corporation,capex,2025,220263000.0,2025-01-01,2025-12-31,0000029905-26-000009,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000029905:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,175955333.33333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 170068000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000029905-20-000011"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990520000011/0000029905-20-000011-index.htm"", ""perimetre_id"": ""0000029905:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 170994000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000029905-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990521000010/0000029905-21-000010-index.htm"", ""perimetre_id"": ""0000029905:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 186804000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000029905-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990522000009/0000029905-22-000009-index.htm"", ""perimetre_id"": ""0000029905:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.2518120128972126,comparable_sur_reference,
0000029905,Dover Corporation,rd,2025,165342000.0,2025-01-01,2025-12-31,0000029905-26-000009,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,ResearchAndDevelopmentExpense,0000029905:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,138175333.33333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 130536000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000029905-20-000011"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990520000011/0000029905-20-000011-index.htm"", ""perimetre_id"": ""0000029905:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 143033000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000029905-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990521000010/0000029905-21-000010-index.htm"", ""perimetre_id"": ""0000029905:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 140957000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000029905-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/29905/000002990522000009/0000029905-22-000009-index.htm"", ""perimetre_id"": ""0000029905:rd:ResearchAndDevelopmentExpense""}]",1.1966101040706734,comparable_sur_reference,
0000031462,Ecolab,chiffre_affaires,2025,16081200000.0,2025-01-01,2025-12-31,0001104659-26-018357,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000031462:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,12392050000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 12222100000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001558370-21-001916"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837021001916/0001558370-21-001916-index.htm"", ""perimetre_id"": ""0000031462:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 12562000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001558370-22-002059"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837022002059/0001558370-22-002059-index.htm"", ""perimetre_id"": ""0000031462:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.2977029627866252,comparable_sur_reference,
0000031462,Ecolab,capex,2025,1048300000.0,2025-01-01,2025-12-31,0001104659-26-018357,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000031462:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,792866666.6666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 868600000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001558370-20-001788"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837020001788/0001558370-20-001788-index.htm"", ""perimetre_id"": ""0000031462:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 778700000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001558370-21-001916"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837021001916/0001558370-21-001916-index.htm"", ""perimetre_id"": ""0000031462:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 731300000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001558370-22-002059"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837022002059/0001558370-22-002059-index.htm"", ""perimetre_id"": ""0000031462:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.322164298326747,comparable_sur_reference,
0000031462,Ecolab,rd,2025,202000000.0,2025-01-01,2025-12-31,0001104659-26-018357,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,ResearchAndDevelopmentExpense,0000031462:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,194666666.66666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 201000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001558370-20-001788"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837020001788/0001558370-20-001788-index.htm"", ""perimetre_id"": ""0000031462:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 193000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001558370-21-001916"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837021001916/0001558370-21-001916-index.htm"", ""perimetre_id"": ""0000031462:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 190000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001558370-22-002059"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/31462/000155837022002059/0001558370-22-002059-index.htm"", ""perimetre_id"": ""0000031462:rd:ResearchAndDevelopmentExpense""}]",1.0376712328767124,comparable_sur_reference,
0000040533,General Dynamics,chiffre_affaires,2025,52550000000.0,2025-01-01,2025-12-31,0000040533-26-000006,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/0000040533-26-000006-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000040533:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,37771500000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 36193000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000040533-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/40533/000004053321000010/0000040533-21-000010-index.htm"", ""perimetre_id"": ""0000040533:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 39350000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000040533-22-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/40533/000004053322000007/0000040533-22-000007-index.htm"", ""perimetre_id"": ""0000040533:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.3912606065419695,comparable_sur_reference,
0000040533,General Dynamics,capex,2025,1161000000.0,2025-01-01,2025-12-31,0000040533-26-000006,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/0000040533-26-000006-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000040533:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,701666666.6666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 428000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000040533-20-000015"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/40533/000004053320000015/0000040533-20-000015-index.htm"", ""perimetre_id"": ""0000040533:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 690000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000040533-21-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/40533/000004053321000010/0000040533-21-000010-index.htm"", ""perimetre_id"": ""0000040533:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 987000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000040533-22-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/40533/000004053322000007/0000040533-22-000007-index.htm"", ""perimetre_id"": ""0000040533:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.6546318289786224,comparable_sur_reference,
0000040533,General Dynamics,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0000045012,Halliburton,chiffre_affaires,2025,22184000000.0,2025-01-01,2025-12-31,0000045012-26-000015,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,RevenueFromContractWithCustomerIncludingAssessedTax,0000045012:chiffre_affaires:RevenueFromContractWithCustomerIncludingAssessedTax,,0,,,False,[],,recent_non_reconcilie,Revenu incluant taxes : total net non réconcilié
0000045012,Halliburton,capex,2025,1254000000.0,2025-01-01,2025-12-31,0000045012-26-000015,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,PaymentsToAcquireProductiveAssets,0000045012:capex:PaymentsToAcquireProductiveAssets,2017;2018;2019,3,1643000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 1373000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000045012-20-000031"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/45012/000004501220000031/0000045012-20-000031-index.htm"", ""perimetre_id"": ""0000045012:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2018, ""valeur"": 2026000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000045012-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/45012/000004501221000009/0000045012-21-000009-index.htm"", ""perimetre_id"": ""0000045012:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2019, ""valeur"": 1530000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000045012-22-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/45012/000004501222000013/0000045012-22-000013-index.htm"", ""perimetre_id"": ""0000045012:capex:PaymentsToAcquireProductiveAssets""}]",0.7632379793061473,comparable_sur_reference,
0000045012,Halliburton,rd,2025,411000000.0,2025-01-01,2025-12-31,0000045012-26-000015,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,ResearchAndDevelopmentExpense,0000045012:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,384666666.6666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 360000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000045012-20-000031"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/45012/000004501220000031/0000045012-20-000031-index.htm"", ""perimetre_id"": ""0000045012:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 390000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000045012-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/45012/000004501221000009/0000045012-21-000009-index.htm"", ""perimetre_id"": ""0000045012:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 404000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000045012-22-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/45012/000004501222000013/0000045012-22-000013-index.htm"", ""perimetre_id"": ""0000045012:rd:ResearchAndDevelopmentExpense""}]",1.0684575389948006,comparable_sur_reference,
